Sac date,Mouse ID,Coat Color,time sacrificed,Sex,DOB,Age at Sac (days),Body Weight,Nose-Anal Length,Glucose,RFP mg,GFP mg,BFP mg,FFP mg,Adiposity (RFP+GFP+FFP/BW),Comments,Soleus mg,Gastroc mg,FL,ML,AP,Generation
4/7/17,159,agouti,11:02,M,1/17/17,80,27.8,10.4,140,53.5,393.3,89.3,171.8,2.23,NA,6.1,142.1,15.01,1.6,1.32,G25
4/7/17,160,agouti,11:34,M,1/17/17,80,26,10.3,89,46.9,206.9,54.1,138.9,1.51,NA,6.1,130,15.71,1.44,1.14,G25
4/11/17,161,black,14:49,M,1/17/17,84,26.8,10.3,96,20,290.2,40.6,129.2,1.64,NA,5.9,123.7,14.8,1.8,1.46,G25
4/11/17,162,white,15:31,M,1/17/17,84,28.3,10.3,56,1.9,29.2,46,43.9,0.27,black stools,4.7,143.7,15.84,1.7,1.3,G25
4/11/17,163,agouti,16:15,M,1/17/17,84,30.4,10.3,120,275.1,837.4,78.5,808.8,6.32,NA,5.9,121.6,15.39,1.78,1.32,G25
4/13/17,164,black,13:42,M,1/17/17,86,36.4,11,178,267.01,1390.4,141.2,799.2,6.75,NA,6.2,183.3,16.54,1.7,1.47,G25
4/13/17,165,white,14:15,M,1/17/17,86,32,10.2,143,368,1192.8,114.6,828.6,7.47,skin extremely tough,5.8,175.9,15.36,1.61,1.41,G25
4/14/17,166,agouti,10:13,M,1/17/17,87,26.3,10.2,124,128,535.7,105.8,440.9,4.20,"FL, ML, AP measured by Larry, fighting separated",7.2,138.3,15.11,1.68,1.22,G25
4/14/17,167,agouti,10:45,M,1/17/17,87,28.2,10.2,90,187.4,484.2,79.8,446,3.96,"r tibia broken; FL, ML, AP measured by Larry, fighting separated",4.2,156.9,15.44,1.44,1.21,G25
4/14/17,168,white,11:12,M,1/17/17,87,27.1,10,83,57.2,293.1,70.3,338.4,2.54,"FL, ML, AP measured by Larry, fighting separated",4.6,152.1,14.99,1.62,1.22,G25
4/4/17,169,agouti,12:35,F,1/17/17,77,24.2,10.4,97,6.9,96.8,54.9,132.7,0.98,NA,4.5,131.8,15.45,1.6,1.07,G25
4/4/17,170,agouti,1:04,F,1/17/17,77,25.3,10.1,36,32.8,164.9,41.8,174.5,1.47,NA,5,117,15.19,1.36,1.17,G25
4/4/17,171,agouti,1:36,F,1/17/17,77,22.6,10.4,90,54.9,386.3,42.2,161.7,2.67,decapitated,6.7,147.3,16.53,1.75,1.43,G25
4/6/17,172,agouti,1:22,F,1/17/17,79,19.9,9.9,50,5.2,46.3,42.3,129,0.91,NA,4.5,102.4,14.46,1.43,1.1,G25
4/6/17,173,white,1:50,F,1/17/17,79,19.3,9.7,100,6.6,64.9,37.1,92.5,0.85,NA,7.8,93,14.44,1.37,1.11,G25
4/7/17,174,agouti,12:07,F,1/17/17,80,17.4,9.3,31,25,124.3,38,118.4,1.54,"bones very yellow, large thymus",3.7,92.8,13.28,1.71,1.23,G25
4/7/17,175,agouti,12:43,F,1/17/17,80,25.6,9.6,56,102.6,626.3,75.2,491.4,4.77,NA,5.2,127.4,14.85,1.46,1.08,G25
4/7/17,176,agouti,1:20,F,1/17/17,80,19.5,9.5,44,37.7,251.5,38.9,252.7,2.78,NA,3.9,109.4,14.33,1.6,1.04,G25
4/11/17,177,white,16:48,F,1/17/17,84,21,9.5,61,19.4,119.4,33,163.7,1.44,NA,5,95.4,15.07,1.57,1.23,G25
4/11/17,178,white,17:16,F,1/17/17,84,18,9.3,64,0,17.6,37.8,74.6,0.51,NA,3.7,103.4,15.14,1.4,1.18,G25
4/13/17,179,agouti,14:46,F,1/17/17,86,26.7,10.3,87,98.5,234,55.2,376.7,2.66,NA,5.8,162,15.51,1.6,1.3,G25
4/13/17,180,agouti,15:27,F,1/17/17,86,21.1,9.8,92,37,165.4,19.6,134.4,1.60,enlarged necrotic spleen,4.8,116.7,14.73,1.38,1.02,G25
4/13/17,181,black,15:57,F,1/17/17,86,26.1,10.4,64,19.1,105,43.9,193,1.21,NA,2.7,155.4,15.7,1.85,1.26,G25
4/14/17,182,agouti,11:39,F,1/17/17,87,26.5,10.3,52,49.1,262,44.6,210.4,1.97,"FL, ML, AP measured by Larry",6.6,134,15.83,1.73,1.48,G25
4/14/17,183,agouti,12:40,F,1/17/17,87,33,10.8,66,81.8,1189,73.2,389.6,5.03,"FL, ML, AP measured by Larry",7.1,159.3,16.74,1.71,1.4,G25
4/14/17,184,black,13:10,F,1/17/17,87,25.3,9.5,48,28.1,256.7,34.3,240.5,2.08,"FL, ML, AP measured by Larry",6.6,139.8,15.41,1.52,1.18,G25
6/19/17,185,white,10:45,M,3/21/17,90,24.7,10.1,104,41.4,269.6,70.8,182.2,2.00,only 1 thoracic disc,5.9,158.3,14.8,1.37,1.08,G26
6/19/17,186,agouti,11:20,M,3/21/17,90,27.5,10.3,152,233.2,838,136.4,540.6,5.86,NA,5.8,138.5,15.13,1.49,1.28,G26
6/19/17,187,agouti,11:53,M,3/21/17,90,26.9,10.4,162,186.5,758.9,126,350.5,4.82,NA,3.1,122.5,15.65,1.51,1.35,G26
6/19/17,188,agouti,12.23,M,3/21/17,90,31.8,10.4,147,222.2,694.1,132.7,533.7,4.56,NA,8.1,180.4,15.6,1.4,1.3,G26
6/20/17,189,white,10:53,M,3/21/17,91,30.4,10.4,92,92.2,474.5,56.2,202.8,2.53,NA,5.3,165.1,15.72,1.55,1.25,G26
6/20/17,190,white,11:24,M,3/21/17,91,29.4,10.2,85,185.1,909.9,76.1,620.5,5.84,NA,6.6,176.5,15.37,1.88,1.36,G26
6/20/17,191,white,11:55,M,3/21/17,91,31,10.6,149,84.6,344,101.9,269.5,2.25,broke R tibia,6.2,214,15.4,1.72,1.21,G26
6/20/17,192,white,12:25,M,3/21/17,91,34,10.2,100,177,957.1,164,916.6,6.03,very thick skin; oily insides,7.7,145.8,14.58,1.54,1.3,G26
6/21/17,193,agouti,10:46,M,3/21/17,92,22,9.7,92,53,382,54.1,284.9,3.27,NA,4.3,129.8,14.82,1.56,1.25,G26
6/21/17,194,white,11:14,M,3/21/17,92,28.1,10,127,108,517.6,75.8,377.9,3.57,fight wounds during shipping,6,191.3,15.17,1.58,1.21,G26
6/21/17,195,agouti,11:45,M,3/21/17,92,31.9,10.6,113,139.8,749.5,63.5,437.3,4.16,NA,5.5,155.5,16.33,1.74,1.25,G26
6/21/17,196,agouti,12:18,M,3/21/17,92,32,10,101,96.6,393.2,85.2,371.6,2.69,NA,5.5,137.1,15.27,1.45,1.26,G26
6/22/17,197,agouti,10:41,M,3/21/17,93,30.7,10.6,148,93.2,485.2,84.8,341.9,3.00,NA,4.1,166.7,15.59,1.78,1.2,G26
6/22/17,198,agouti,11:09,M,3/21/17,93,27.7,10.2,94,192.5,809.6,85.4,508.4,5.45,NA,5.3,151.3,14.57,1.62,1,G26
6/22/17,199,black,11:35,M,3/21/17,93,31.8,10.5,123,127.9,552.6,115.3,382.6,3.34,NA,6.4,169.2,16.3,1.68,1.31,G26
6/22/17,200,agouti,12:08,M,3/21/17,93,24.2,10.1,76,134.9,458.2,81.7,415.8,4.17,NA,3.7,149.3,15.08,1.53,1.16,G26
6/19/17,201,agouti,13:15,F,3/21/17,90,18.7,9.3,61,8.5,38.3,41.21,72.1,0.64,NA,4.1,84.6,15.3,1.31,1.09,G26
6/19/17,202,agouti,13:57,F,3/21/17,90,19,9.2,48,87.2,490.4,35.2,423.2,5.27,NA,4.8,128.8,14.29,1.38,1.15,G26
6/20/17,203,agouti,13:22,F,3/21/17,91,22.2,9.9,53,25.6,118.4,35.7,175.4,1.44,NA,4.7,125.2,15.27,1.43,1.19,G26
6/19/17,204,agouti,14:17,F,3/21/17,90,34.2,11,80,114.2,1095.6,79.3,387.6,4.67,decapitated,8.4,206.8,16.72,1.51,1.39,G26
6/19/17,205,agouti,14:49,F,3/21/17,90,19.2,9.3,67,28.8,141,35.6,136.1,1.59,broke R tibia,3.8,102.5,14.4,1.16,1.38,G26
6/20/17,206,agouti,13:50,F,3/21/17,91,28.3,10.1,138,93.7,767.7,61.5,484,4.75,decapitated,5.7,127.5,15.45,1.52,1.25,G26
6/20/17,207,agouti,14:17,F,3/21/17,91,21,9.4,52,4.8,87.7,36.3,100.7,0.92,NA,3.4,116.9,14.46,1.45,1.27,G26
6/20/17,208,agouti,14:45,F,3/21/17,91,22.4,9.4,79,15,60.7,36.2,157.9,1.04,decapitated,5.6,122.4,15.35,1.55,1.2,G26
6/21/17,209,white,13:03,F,3/21/17,92,19.4,9.7,123,42,59.5,41.6,113.9,1.11,NA,3.3,101.7,14.77,1.5,1.16,G26
6/21/17,210,black,13:32,F,3/21/17,92,28.9,10.6,65,31.7,364.9,47.7,261.4,2.28,NA,7.3,139,15.92,1.52,1.3,G26
6/21/17,211,agouti,13:58,F,3/21/17,92,24.2,9.8,38,109.9,572.7,69.9,399,4.47,NA,5.8,121.8,15.09,1.57,1.29,G26
6/21/17,212,white,14:24,F,3/21/17,92,18.9,9.6,59,0,0,22.9,51,0.27,black stools/digestive track,4,90.6,14.82,1.44,1.1,G26
6/22/17,213,black,13:00,F,3/21/17,93,16.9,10,46,0,0,30.3,48.5,0.29,black stools/digestive track-decapiated,5,102.2,15.41,1.66,1.37,G26
6/22/17,214,white,13:28,F,3/21/17,93,21.3,9.7,62,24.8,149.7,37.5,183.3,1.68,NA,3.4,120.4,15.08,1.55,1.16,G26
6/22/17,215,white,13:56,F,3/21/17,93,22.9,9.7,107,48.2,396.9,76.4,341.1,3.43,NA,4.2,125.5,15.39,1.53,1.05,G26
6/22/17,216,agouti,14:28,F,3/21/17,93,32,10.4,124,167.5,1373.3,75,746.8,7.15,NA,6,150.4,16.23,1.74,1.4,G26
7/10/17,217,white,10:15,M,4/11/17,90,30.2,10.4,151,100.3,495,133.1,418.6,3.36,NA,4.6,150.3,15.83,1.78,1.44,G26
7/10/17,218,agouti,10:45,M,4/11/17,90,27.5,10.3,127,106.8,364.7,63.1,307.8,2.83,NA,6.3,155.6,15.88,1.45,1.3,G26
7/10/17,219,agouti,11:14,M,4/11/17,90,28.6,10.3,102,140.8,405.7,87.2,348.5,3.13,R tibia broken,4.8,167.6,14.92,1.78,1.18,G26
7/12/17,220,agouti,10:40,M,4/11/17,92,25.5,10,129,78.1,395.4,71.3,272.4,2.93,NA,4.6,139.7,14.68,1.51,1.13,G26
7/10/17,221,agouti,11:42,M,4/11/17,90,33.2,10.3,101,229.3,934.2,89.8,512.5,5.05,NA,6.7,151.3,16.43,1.73,1.35,G26
7/11/17,222,agouti,11:08,M,4/11/17,91,22.3,9.8,62,0,0,31.1,43,0.19,NA,4.5,127.5,14.86,1.65,1.26,G26
7/11/17,223,agouti,11:38,M,4/11/17,91,30.1,10.3,66,126,723,74.6,333.1,3.93,NA,7.4,172.8,15.5,1.5,1.27,G26
7/11/17,224,agouti,12:03,M,4/11/17,91,25.3,10,99,43,249,62,235.4,2.08,NA,5.1,137.7,15.72,1.65,1.3,G26
7/11/17,225,agouti,12:30,M,4/11/17,91,23.2,9.8,110,30.2,132,40.2,147.7,1.34,NA,4.1,127.4,15.01,1.44,1.08,G26
7/12/17,226,black,11:09,M,4/11/17,92,29.5,10.3,144,89.1,352.4,125.2,297.1,2.50,NA,5.2,167.6,16.17,1.61,1.2,G26
7/12/17,227,agouti,11:41,M,4/11/17,92,26.4,10.5,96,58.9,166.2,50.9,160.3,1.46,NA,2,148.3,16.12,1.7,1.27,G26
7/12/17,228,agouti,12:08,M,4/11/17,92,20.6,9.4,119,64.7,258.4,55.2,256.3,2.81,"l femur broken, see weight records for weight loss",3.9,99.2,NA,NA,NA,G26
7/13/17,229,agouti,11:02,M,4/11/17,93,24.4,9.7,135,92.1,312.8,89.9,349.4,3.09,NA,4,135.9,14.42,1.55,1.2,G26
7/13/17,230,white,11:25,M,4/11/17,93,29.1,10.4,103,58.8,251.2,43.2,181.9,1.69,L tibia broken,6,150.7,15.99,1.7,1.2,G26
7/13/17,231,agouti,11:52,M,4/11/17,93,22.7,9.4,74,65.8,358.3,58.1,269,3.05,NA,5.5,118,14.85,1.52,1.16,G26
7/13/17,232,agouti,12:23,M,4/11/17,93,29.3,10.1,148,175.9,1040.5,76.7,503.3,5.87,NA,6.5,150.3,16,1.8,1.3,G26
7/10/17,233,agouti,12:14,F,4/11/17,90,27.4,10,80,18.3,166.6,40.7,165,1.28,NA,5.3,128.2,14.74,1.52,1.24,G26
7/10/17,234,agouti,13:12,F,4/11/17,90,23.2,10.3,50,146.3,679.7,111.2,557.5,5.96,NA,4.8,126.6,15.2,1.61,1.18,G26
7/10/17,235,agouti,13:40,F,4/11/17,90,24.1,9.9,62,28.6,110.6,35.4,188.4,1.36,NA,5.4,133.6,15.2,1.55,1.19,G26
7/10/17,236,agouti,14:05,F,4/11/17,90,22.2,9.4,40,73.2,257.8,48.6,279.4,2.75,NA,4,134.2,15.38,1.54,1.17,G26
7/11/17,237,white,13:23,F,4/11/17,91,18.6,9.2,59,19.2,104.2,44.7,111.6,1.26,NA,3.2,117,14.13,1.5,1.75,G26
7/11/17,238,agouti,13:51,F,4/11/17,91,22.4,9.9,53,7.7,72.1,35.5,102,0.81,NA,3.7,103.4,15.46,1.6,1.19,G26
7/11/17,239,agouti,14:19,F,4/11/17,91,21.1,9.8,59,0,30.7,36.9,54.3,0.40,NA,4.6,96.7,15.15,1.5,1.16,G26
7/11/17,240,black,14:51,F,4/11/17,91,23.6,9.7,76,30.5,111.5,45,174.1,1.34,NA,5.2,133.7,15.17,1.43,1.32,G26
7/12/17,241,agouti,13:10,F,4/11/17,92,20.9,9.3,148,73.6,675.2,66.7,378.4,5.39,L tibia broken,5.3,106.5,14.38,1.38,1.08,G26
7/12/17,242,agouti,13:38,F,4/11/17,92,21.5,9.7,66,74.3,447.3,68,337.3,3.99,NA,5.3,106.5,15.66,1.43,1.2,G26
7/12/17,243,white,14:14,F,4/11/17,92,22.8,9.9,125,38,194.4,71.9,176.3,1.79,NA,4.8,125.2,15.66,1.58,1.3,G26
7/12/17,244,agouti,14:35,F,4/11/17,92,23.3,9.7,81,17.4,61.4,47.4,156,1.01,NA,4.4,111.5,15.22,1.57,1.2,G26
7/13/17,245,agouti,13:46,F,4/11/17,93,23.3,10.6,83,20.2,258.4,58.4,226.2,2.17,NA,4.8,124.8,16.11,1.65,1.3,G26
7/13/17,246,agouti,14:15,F,4/11/17,93,23.2,9.9,83,55.2,454.5,69.7,350.9,3.71,NA,5.6,124.8,15.7,1.55,1.2,G26
7/13/17,247,white,14:42,F,4/11/17,93,27.6,10,93,115.9,805.1,89.3,427.5,4.89,NA,7,129.9,15.68,1.51,1.3,G26
7/13/17,248,white,15:11,F,4/11/17,93,23.7,9.7,73,73.3,205.9,49.3,269.1,2.31,NA,4.5,140.8,15.83,1.6,1.28,G26
9/19/17,249,agouti,10:12,M,6/27/17,84,31.7,10.6,112,46,262.2,97.3,273.2,1.83,NA,7.1,191.6,15.6,1.89,1.42,G27
9/19/17,250,white,10:39,M,6/27/17,84,30.3,10.7,77,130.7,542.1,77.4,330.6,3.31,NA,7.4,165.5,16.37,1.55,1.22,G27
9/19/17,251,white,11:07,M,6/27/17,84,27.4,10,86,152.8,639.7,84.5,520.3,4.79,broke both tibias,5.3,132,14.91,1.65,1.05,G27
9/19/17,252,agouti,13:45,M,6/27/17,84,26.8,10.1,47,130.9,406.7,73.5,395.5,3.48,see weight records for weight loss,6.3,102.1,15.11,1.61,1.25,G27
9/20/17,253,agouti,10:22,M,6/27/17,85,25.8,10.3,101,79.9,252.2,66.2,294.1,2.43,NA,4.9,153.5,15.83,1.51,1.26,G27
9/20/17,254,white,10:47,M,6/27/17,85,27.9,10.2,145,47.8,179.2,56.1,224.1,1.62,both tibias have callouses-currently healing-switched bones for analysis due to breakage,4.6,130.8,15.2,1.5,1.21,G27
9/20/17,255,white,11:37,M,6/27/17,85,27.9,10.2,74,36.2,214.2,41.6,142.6,1.41,NA,4.3,143,15.69,2.02,1.47,G27
9/20/17,256,agouti,12:10,M,6/27/17,85,30.1,10.3,125,18.9,249.6,59.5,99.3,1.22,decapitated-glucose measured prior to decap,6.8,158.8,16.09,1.87,1.31,G27
9/21/17,257,white,10:52,M,6/27/17,86,29.6,10.3,157,232.9,953.2,106.4,430.1,5.46,NA,4.1,140.3,14.59,1.56,1.14,G27
9/21/17,258,agouti,11:20,M,6/27/17,86,23.7,10.1,70,48,245.5,76,273.2,2.39,NA,4.8,115.2,14.65,1.57,1.23,G27
9/21/17,259,agouti,11:52,M,6/27/17,86,32.2,10.3,142,230.5,979.5,140.8,849,6.39,NA,6.7,150.1,15.78,1.61,1.21,G27
9/21/17,260,white,12:20,M,6/27/17,86,25,NA,96,45.6,353,56.7,197.4,2.38,NA,3.9,140.5,14.72,1.56,1.26,G27
9/22/17,261,agouti,10:30,M,6/27/17,87,32.7,10.2,130,88.6,256.4,95.6,348.7,2.12,NA,3.7,155,16.15,1.74,1.2,G27
9/22/17,262,agouti,11,M,6/27/17,87,25.8,10,106,84.9,347.7,81.6,227,2.56,NA,3.5,147.9,14.51,1.72,1.29,G27
9/22/17,263,white,11:31,M,6/27/17,87,26.2,9.8,113,79.1,374.4,74.1,240.6,2.65,NA,6,149,15.04,1.55,1.18,G27
9/22/17,264,agouti,12,M,6/27/17,87,24.3,9.7,101,61.7,305.9,60.5,243.7,2.52,NA,3.9,121.2,14.4,1.55,1.2,G27
9/19/17,265,agouti,14:10,F,6/27/17,84,28.7,10.3,73,123.4,935.5,88.3,630.6,5.89,scar on back-over barbered?,4.3,138.3,16.25,1.74,1.39,G27
9/19/17,266,agouti,14:35,F,6/27/17,84,24.8,10.2,81,27.5,202.6,42.6,192.6,1.70,decapitated,4.8,135.8,15.98,1.5,1.35,G27
9/19/17,267,agouti,15:01,F,6/27/17,84,24,9.8,46,3.1,21.3,43.4,89,0.47,NA,4.9,102.5,15.4,1.51,1.23,G27
9/19/17,268,white,15:27,F,6/27/17,84,25.4,10.1,"33,31",23.3,196.8,58.4,242.5,1.82,black GI tract but not bones,4.6,13,15.91,1.61,1.27,G27
9/20/17,269,agouti,13:25,F,6/27/17,85,27.6,10.3,102,52.7,205.6,56.3,185.7,1.61,NA,5.4,137.2,15.99,1.45,1.26,G27
9/20/17,270,agouti,13:54,F,6/27/17,85,22.1,10,97,22.9,185.9,36.8,110.1,1.44,NA,5.1,124.2,15.49,1.4,1.17,G27
9/20/17,271,white,14:24,F,6/27/17,85,24.9,10,79,23.9,226.1,40.2,165.5,1.67,NA,5.1,150.6,15.5,1.54,1.26,G27
9/20/17,272,white,14:49,F,6/27/17,85,25,10.2,63,63.9,339.2,65.9,308,2.84,NA,5.2,146.1,15.78,1.53,1.21,G27
9/21/17,273,agouti,13:34,F,6/27/17,86,24.5,10.4,75,3.5,84.2,48,173.9,1.07,NA,6.7,136.3,14.4,1.61,1.35,G27
9/21/17,274,agouti,14:05,F,6/27/17,86,26.1,10.1,122,150.8,703,73.3,411.9,4.85,NA,4.4,145.4,15.39,1.64,1.26,G27
9/21/17,275,agouti,14:33,F,6/27/17,86,22.5,10.2,103,50.6,242.5,54.2,246.4,2.40,NA,5.4,144,15.09,1.7,1.28,G27
9/21/17,276,agouti,15:08,F,6/27/17,86,25.5,10.4,57,37.8,187.1,59.9,242.6,1.83,NA,4.3,99.7,15.88,1.55,1.28,G27
9/22/17,277,agouti,13:32,F,6/27/17,87,21.5,9.8,41,40,334.7,39.8,207.6,2.71,NA,4.2,114.8,15.46,1.57,1.26,G27
9/22/17,278,agouti,14:06,F,6/27/17,87,24.6,10,77,101.3,451.9,47.9,380,3.79,NA,4.2,98.3,15,1.61,1.19,G27
9/22/17,279,agouti,14:40,F,6/27/17,87,23.5,10.1,51,23.8,177,61,183.2,1.63,NA,4.9,112.6,14.92,1.69,1.27,G27
9/22/17,280,agouti,15:20,F,6/27/17,87,23.9,10.1,52,9.6,82.9,52.1,85.3,0.74,NA,5.9,115.6,16.26,1.71,1.42,G27
10/10/17,281,agouti,10:26,M,7/18/17,84,40.6,10.9,146,360.7,2095.5,221.8,775.2,7.96,right fat pads used for RNA as opposed to left,5.2,167.3,16.46,1.7,1.33,G27
10/10/17,282,agouti,11,M,7/18/17,84,35.1,10.7,130,90.4,359.7,98.3,312.1,2.17,right fat pads used for RNA as opposed to left,4.9,171.1,14.47,1.75,1.3,G27
10/10/17,283,agouti,11:29,M,7/18/17,84,33.2,10.3,185,106.7,319,94.1,434.5,2.59,"broke left tibia, right fat pads used for RNA as opposed to left",5.5,206.5,16.15,1.68,1.37,G27
10/10/17,284,white,12,M,7/18/17,84,26.3,9.9,101,137.5,1038.6,141.6,453.4,6.20,right fat pads used for RNA as opposed to left,3.8,119.7,14.9,1.53,1.28,G27
10/11/17,285,white,10:33,M,7/18/17,85,NA,9.9,111,209.5,580.9,41.5,564.5,#VALUE!,only 1 brown fat lobe,4.8,127.9,15.49,1.57,1.33,G27
10/11/17,286,white,11:05,M,7/18/17,85,37.7,10.6,92,173.1,614.1,127.3,416.2,3.19,NA,6.8,167.6,16.18,2.2,1.65,G27
10/11/17,287,black,11:37,M,7/18/17,85,30.1,10.2,84,229.5,859.2,122.1,545,5.43,NA,4.8,153.9,15.66,1.44,1.2,G27
10/11/17,288,agouti,12:11,M,7/18/17,85,25.7,9.8,114,57.2,271.4,89.4,207.7,2.09,NA,4.1,106.4,14.76,1.56,1.12,G27
10/12/17,289,white,10:49,M,7/18/17,86,32,10.2,111,255,1015.3,130,590.9,5.82,NA,6.2,157,15.95,1.51,1.23,G27
10/12/17,290,agouti,11:24,M,7/18/17,86,31.8,10.6,129,225.6,762.2,81.4,325.8,4.13,NA,4.9,124,15.25,1.5,1.19,G27
10/12/17,291,agouti,12:05,M,7/18/17,86,22.4,9.6,77,34.5,186.5,42.1,162.4,1.71,broke left tibia,2.7,120.2,15.9,1.7,1.27,G27
10/12/17,292,agouti,12:35,M,7/18/17,86,32,10.6,124,155,539.1,183.1,593.7,4.02,NA,4.8,140.7,14.65,1.53,NA,G27
10/13/17,293,agouti,10:57,M,7/18/17,87,24.3,9.9,73,47.8,199.5,58.1,209.6,1.88,NA,3.4,127.4,14.65,1.43,1.19,G27
10/13/17,294,agouti,11:25,M,7/18/17,87,20.2,9.3,88,94.4,236,76.2,274.4,2.99,NA,3.7,109.6,14.06,1.46,1.21,G27
10/13/17,295,black,11:51,M,7/18/17,87,25.4,10.2,88,45.3,273.3,44.2,162.9,1.90,NA,3.4,143.2,15.72,1.47,1.15,G27
10/13/17,296,agouti,12:17,M,7/18/17,87,25.7,9.9,137,127.8,622.3,115.2,333.7,4.22,NA,4.2,155.6,15.64,1.47,1.18,G27
10/10/17,297,agouti,13:19,F,7/18/17,84,24.5,9.8,75,63.9,545.2,98,266.4,3.57,right fat pads used for RNA as opposed to left,5.1,119.7,15.34,1.61,1.22,G27
10/10/17,298,agouti,13:48,F,7/18/17,84,28.4,10,77,135.4,990.3,78.4,560.4,5.94,NA,4.8,139.4,16.28,1.68,1.37,G27
10/10/17,299,agouti/white blaze,14:20,F,7/18/17,84,22.4,9.7,107,32.6,215.1,52.7,169.9,1.86,NA,3.8,122,15.55,1.6,1.27,G27
10/10/17,300,black,14:53,F,7/18/17,84,31.5,10,115,160,877.1,126.1,810.4,5.87,NA,4.8,162.4,16.04,1.67,1.31,G27
10/11/17,301,agouti,13:28,F,7/18/17,85,21.8,9.7,81,32,178.3,41.1,202.8,1.89,NA,6.8,124.4,15.2,1.44,1.16,G27
10/11/17,302,agouti,13:53,F,7/18/17,85,20.1,9.7,72,16.4,96.6,37.2,172.1,1.42,NA,4.2,102.5,15.14,1.52,1.16,G27
10/11/17,303,agouti,14:20,F,7/18/17,85,25.5,10,74,69.6,380,57.8,255.2,2.76,NA,4.8,129.3,15.77,1.41,1.22,G27
10/11/17,304,agouti,14:46,F,7/18/17,85,20.6,9.3,63,16.7,127.1,40.7,162.7,1.49,NA,5.1,139,14.9,1.4,1.16,G27
10/12/17,305,agouti,13:15,F,7/18/17,86,24.3,10.1,148,21.8,113.7,54.4,179,1.29,NA,5.6,154.1,16.06,1.66,1.28,G27
10/12/17,306,agouti,14:47,F,7/18/17,86,27.6,10.4,97,63.6,384.9,79.3,230.1,2.46,NA,10.8,144.7,15.46,1.49,1.39,G27
10/12/17,307,agouti,15:14,F,7/18/17,86,29.2,10.1,99,57.3,242.2,65.9,285.4,2.00,NA,5.3,145.1,15.7,1.65,1.31,G27
10/12/17,308,white,15:41,F,7/18/17,86,21.3,9.6,100,12,48.4,50.7,126.2,0.88,NA,2.8,127,15.19,1.42,1.29,G27
10/13/17,309,agouti,12:45,F,7/18/17,87,26.7,10.1,90,81.9,328,40.8,311.7,2.70,NA,5.6,154.3,16.46,1.8,1.34,G27
10/13/17,310,agouti,13:16,F,7/18/17,87,23.4,9.9,73,23,159.2,42.5,180.1,1.55,NA,3.8,134.6,16.05,1.6,1.25,G27
10/13/17,311,black,14:45,F,7/18/17,87,21.1,9.4,45,16.1,91,46.9,101.3,0.99,only 1 thoracic disc,4.9,113.3,15.04,1.7,1.22,G27
10/13/17,312,white,15:16,F,7/18/17,87,27.3,10.3,59,61.4,413,51.3,372.2,3.10,NA,1.9,145.9,16.51,1.53,1.22,G27
12/11/17,313,agouti,10:22,M,9/19/17,83,40.8,10.5,200,260.4,1003.9,184.2,702.1,4.82,"right tibia broken, not fasted ON",7,220.9,16.12,1.7,1.4,G28
12/11/17,314,white,11:03,M,9/19/17,83,31.8,10.2,124,300,1387.1,233.2,703.7,7.52,not fasted ON,5,156.8,15.48,1.47,1.24,G28
12/11/17,315,agouti,11:32,M,9/19/17,83,27.1,10.2,118,107,592.1,103.1,263.6,3.55,not fasted ON,5.4,149.5,15.74,1.54,1.22,G28
12/11/17,316,agouti,12:00,M,9/19/17,83,35,10.2,98,250.3,1341.3,192.4,1494.4,8.82,not fasted ON,2.3,126.9,15.17,1.48,1.19,G28
12/12/17,317,agouti,10:16,M,9/19/17,84,26.4,9.6,164,70.1,468.8,102.1,353.6,3.38,NA,5,115,14.56,1.78,1.33,G28
12/12/17,318,agouti,10:45,M,9/19/17,84,36.7,10.6,153,363.2,1351,124.9,737.6,6.68,NA,9.2,156.7,16.94,1.68,1.45,G28
12/12/17,319,agouti,11:20,M,9/19/17,84,32.4,10.1,141,288.9,980.8,138,485.7,5.42,NA,4.3,149,15.99,1.52,1.31,G28
12/12/17,320,agouti,12:06,M,9/19/17,84,29.5,10.6,144,122.4,503.9,73.4,179.2,2.73,see weight records for weight loss,6.3,146.3,15.74,1.62,1.25,G28
12/13/17,321,agouti,10:48,M,9/19/17,85,34.3,10.7,122,215.8,1389.8,115.8,680.7,6.67,NA,2.4,188.7,16.37,1.57,1.27,G28
12/13/17,322,agouti,11:14,M,9/19/17,85,29.5,10.5,111,162.4,565.3,150.7,406.3,3.84,NA,4.3,151.7,15.13,1.49,1.24,G28
12/13/17,323,agouti,11:42,M,9/19/17,85,29.7,10.3,107,178.8,596.9,155.1,345.1,3.77,NA,4.8,155.7,15.27,1.62,1.23,G28
12/13/17,324,agouti,12:07,M,9/19/17,85,40,10.6,118,280.4,1815.4,148.4,628.9,6.81,NA,5.9,157.9,15.93,1.88,1.45,G28
12/14/17,325,agouti,10:41,M,9/19/17,86,28.5,10.3,133,39.7,297,69.2,159.7,1.74,NA,5.2,174.9,16.43,1.68,1.3,G28
12/14/17,326,agouti,11:13,M,9/19/17,86,25.8,10.1,128,116.1,438.9,107.2,355.1,3.53,NA,4.6,122.9,15.84,1.57,1.31,G28
12/14/17,327,white,11:40,M,9/19/17,86,34,10.5,88,185.8,764.6,232.8,572.3,4.48,NA,4.4,157.2,15.74,1.71,1.34,G28
